pathway,Adjusted p-value,Significant (in gene set)
GO_CALCIUM_ION_IMPORT,0.2814247653372819,4
GO_CELL_MATURATION,0.0941500042662009,8
GO_BEHAVIORAL_RESPONSE_TO_PAIN,0.5201640341682086,1
GO_REGULATION_OF_SECRETION,0.07054361118218569,26
GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,1.2067671061844405e-6,20
GO_MODULATION_OF_TRANSCRIPTION_IN_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,0.4486907818424733,2
GO_APOPTOTIC_SIGNALING_PATHWAY,5.136735275866037e-11,45
GO_NEURAL_NUCLEUS_DEVELOPMENT,0.1401885797073322,4
GO_LYMPHOCYTE_MEDIATED_IMMUNITY,1,4
GO_REGULATION_OF_HEART_MORPHOGENESIS,0.5902647582496886,2
GO_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS,1,0
GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY,1.2029880191428135e-9,19
GO_HIPPOCAMPUS_DEVELOPMENT,0.5906121810691727,3
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,0.2021584243500015,3
GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.4803121233934732,2
GO_PRIMARY_AMINO_COMPOUND_METABOLIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_TELOMERE_CAPPING,0.07137409183934897,3
GO_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT,1,0
GO_REGULATION_OF_CHROMOSOME_SEGREGATION,0.1322233779559611,6
GO_PONS_DEVELOPMENT,1,0
GO_PROTEIN_K11_LINKED_UBIQUITINATION,1,0
GO_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE,1,0
GO_RESPONSE_TO_INACTIVITY,1,0
GO_SPHINGOLIPID_METABOLIC_PROCESS,0.9884238239511952,1
GO_RESPONSE_TO_PAIN,0.9454004369267038,1
GO_PROTEIN_ACETYLATION,0.5922840244146965,5
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.719992227829117,1
GO_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,6.072767942582281e-4,11
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT,1,0
GO_CELLULAR_HORMONE_METABOLIC_PROCESS,0.7289098275047174,2
GO_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,1,0
GO_BONE_REMODELING,0.20193505232051023,5
GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS,0.968177778296583,1
GO_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX,1,0
GO_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,0.2021584243500015,3
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,1,1
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,9.402074443643173e-4,18
GO_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,1,0
GO_RESPONSE_TO_INSULIN,1.3853778621868704e-4,18
GO_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY,0.9239140082773152,1
GO_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,0.07559811884534992,6
GO_REGULATION_OF_CATABOLIC_PROCESS,9.575227667262418e-9,47
GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,1.1262366957972704e-4,15
GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,0.5127749739457261,3
GO_NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,1,1
GO_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING,1,0
GO_B_CELL_ACTIVATION,0.3917511628721895,9
GO_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS,0.007377403380877272,8
GO_REGULATION_OF_NEURON_DIFFERENTIATION,0.012963950722630273,25
GO_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,1,0
GO_REGULATION_OF_FIBRINOLYSIS,0.6914961871364044,1
GO_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,0.06009256616667931,6
GO_PROTEIN_POLYUBIQUITINATION,1,3
GO_REGULATION_OF_MRNA_3_END_PROCESSING,0.8554066014833287,1
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT,1,5
GO_ATP_BIOSYNTHETIC_PROCESS,0.38480470142195006,2
GO_CANONICAL_WNT_SIGNALING_PATHWAY,0.10972077200894115,13
GO_ACUTE_INFLAMMATORY_RESPONSE,0.5755248796465144,4
GO_NUCLEOBASE_METABOLIC_PROCESS,0.5557416876321177,1
GO_HUMORAL_IMMUNE_RESPONSE,1,1
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,1,0
GO_PHAGOSOME_MATURATION,1,0
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,0.5906121810691727,1
GO_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT,0.16607824718565498,2
GO_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS,0.6248424326797761,1
GO_MYELOID_LEUKOCYTE_ACTIVATION,0.06090213623103962,20
GO_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,1,0
GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,1,4
GO_POSITIVE_REGULATION_OF_CELL_DIVISION,0.42205783691654447,4
GO_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE,0.21373336822932945,2
GO_PIGMENT_BIOSYNTHETIC_PROCESS,1,0
GO_ERBB_SIGNALING_PATHWAY,2.3253202696619955e-5,15
GO_EMBRYONIC_ORGAN_MORPHOGENESIS,0.8223151122198944,6
GO_REPRODUCTIVE_SYSTEM_DEVELOPMENT,0.0032656493049970183,21
GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT,0.43970393654587536,6
GO_REGULATION_OF_SPINDLE_ORGANIZATION,0.5201640341682086,2
GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS,6.743127471464705e-5,24
GO_GLIOGENESIS,2.612913256101188e-9,28
GO_PEPTIDYL_THREONINE_MODIFICATION,2.2837763080051757e-7,17
GO_MITOCHONDRIAL_FISSION,0.8306632964409413,1
GO_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_,1,0
GO_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS,0.9035521417480447,1
GO_POLYOL_TRANSPORT,1,0
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,0.8053534553866574,1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION,0.7059236532199038,5
GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS,0.9239140082773152,1
GO_TELENCEPHALON_GLIAL_CELL_MIGRATION,0.3955422821213552,2
GO_MAINTENANCE_OF_LOCATION,0.2068323578029375,11
GO_NEPHRON_EPITHELIUM_DEVELOPMENT,0.9075643796414956,3
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,1,1
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,0.5286092892682449,3
GO_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION,1,0
GO_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,1,0
GO_CELL_REDOX_HOMEOSTASIS,1,0
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,1,1
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION,1,0
GO_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.004610137822242472,14
GO_RESPONSE_TO_KETONE,0.041666651286829184,11
GO_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING,0.6531646040886742,2
GO_LYMPHANGIOGENESIS,1,0
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,0.18236192966460166,6
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_SENSORY_PERCEPTION_OF_TASTE,1,0
GO_FEAR_RESPONSE,1,0
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,0.14554163358625238,8
GO_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT,0.18988207529099993,2
GO_NEURON_NEURON_SYNAPTIC_TRANSMISSION,0.43970393654587536,1
GO_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,1,0
GO_ENERGY_COUPLED_PROTON_TRANSPORT_DOWN_ELECTROCHEMICAL_GRADIENT,1,0
GO_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,0.3308650075687283,2
GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,1,0
GO_PROTEIN_LOCALIZATION_TO_VACUOLE,1,0
GO_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS,0.6563439224933438,1
GO_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,1,0
GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,8.469097106199307e-6,13
GO_REGULATION_OF_ORGAN_GROWTH,1.691606446612825e-4,11
GO_REGULATION_OF_SYNAPSE_ASSEMBLY,0.6248424326797761,3
GO_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION,1,0
GO_POSITIVE_REGULATION_OF_CELL_GROWTH,0.005336121022779379,11
GO_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.38480470142195006,2
GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT,0.9884238239511952,1
GO_PROTEIN_O_LINKED_MANNOSYLATION,0.2518907260054968,1
GO_GUANOSINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,1,0
GO_BONE_MINERALIZATION,1,2
GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.9035521417480447,5
GO_OVULATION_CYCLE_PROCESS,0.7769076987193272,2
GO_POSITIVE_REGULATION_OF_CELL_ADHESION,8.801133920393546e-7,29
GO_PROTEIN_LOCALIZATION_TO_CHROMATIN,0.28613755787414374,2
GO_PROTEIN_O_LINKED_FUCOSYLATION,1,0
GO_CEREBRAL_CORTEX_DEVELOPMENT,0.031218457547045452,8
GO_ENDOCRINE_PANCREAS_DEVELOPMENT,0.09824690202295054,4
GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS,1,1
GO_ORGANIC_ACID_METABOLIC_PROCESS,0.17900718997881537,15
GO_REGULATION_OF_EXCRETION,1,0
GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS,1,0
GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING,1,2
GO_REGULATION_OF_ENDOCRINE_PROCESS,1,1
GO_RESPONSE_TO_INSECTICIDE,1,0
GO_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING,1,0
GO_QUATERNARY_AMMONIUM_GROUP_TRANSPORT,1,0
GO_EXIT_FROM_MITOSIS,1,0
GO_REGULATION_OF_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM,0.9969895758246171,5
GO_RESPONSE_TO_GROWTH_HORMONE,0.012561020937011603,5
GO_PROTEIN_DEMANNOSYLATION,1,0
GO_G1_DNA_DAMAGE_CHECKPOINT,5.920458268433754e-5,10
GO_RESPONSE_TO_OXYGEN_LEVELS,0.00122378319204393,21
GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,3.5953157599324654e-12,62
GO_PHOTOTRANSDUCTION_VISIBLE_LIGHT,0.8053534553866574,1
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,1,1
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION,5.161778720412515e-4,6
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,1,0
GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.7439278586705446,3
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,1,1
GO_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,0.6292163965923838,2
GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,0.3308650075687283,9
GO_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS,1,0
GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.6123170708312481,3
GO_OXIDATIVE_PHOSPHORYLATION,0.3480764059424064,3
GO_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION,1,0
GO_CELLULAR_AMIDE_METABOLIC_PROCESS,6.598208039362125e-5,28
GO_PARENTAL_BEHAVIOR,0.5906121810691727,1
GO_REGULATION_OF_DNA_BINDING,0.030751312203507342,9
GO_IMMUNOGLOBULIN_PRODUCTION,0.8456603380611335,3
GO_TISSUE_MIGRATION,0.020602113823657252,15
GO_ONE_CARBON_COMPOUND_TRANSPORT,1,0
GO_LEFT_RIGHT_AXIS_SPECIFICATION,1,0
GO_RESPONSE_TO_ISCHEMIA,0.6205531268452404,2
GO_ENSHEATHMENT_OF_NEURONS,0.005188673251262772,9
GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,1,0
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,5.967707395130271e-13,69
GO_CHROMATIN_DISASSEMBLY,1,0
GO_PLATELET_MORPHOGENESIS,0.3126596973007413,2
GO_DENDRITE_MORPHOGENESIS,0.05520656328423473,8
GO_RESPONSE_TO_AMPHETAMINE,1,1
GO_RESPONSE_TO_CAMP,0.2674657471893474,5
GO_MYOBLAST_DIFFERENTIATION,0.3610420636368414,4
GO_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION,1,0
GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION,1,0
GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS,0.02053218309954105,9
GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.14554163358625238,8
GO_INNATE_IMMUNE_RESPONSE_IN_MUCOSA,1,0
GO_RESPONSE_TO_STEROL,1,0
GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.43970393654587536,2
GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,0.016248649181510137,4
GO_TRABECULA_MORPHOGENESIS,1,1
GO_PHOTORECEPTOR_CELL_MAINTENANCE,1,0
GO_REGULATION_OF_CALCIUM_ION_IMPORT,0.24395562388073377,3
GO_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,0.43970393654587536,1
GO_INTESTINAL_EPITHELIAL_CELL_DEVELOPMENT,0.5201640341682086,1
GO_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS,0.43970393654587536,2
GO_REGULATION_OF_METAL_ION_TRANSPORT,0.15662446814342465,13
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.9035521417480447,1
GO_MODIFICATION_BY_SYMBIONT_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY,1,1
GO_SISTER_CHROMATID_SEGREGATION,0.2572718952079183,7
GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,0.08554827683395985,4
GO_PHASIC_SMOOTH_MUSCLE_CONTRACTION,1,0
GO_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM,0.18988207529099993,2
GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,0.10754606694949989,5
GO_ORGANELLE_MEMBRANE_FUSION,0.5201640341682086,3
GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,0.968177778296583,1
GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,0.44535997253766046,9
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,1,0
GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.5370049167586848,2
GO_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS,1,0
GO_HEART_MORPHOGENESIS,0.19124554441598848,10
GO_RAS_PROTEIN_SIGNAL_TRANSDUCTION,0.006073725477342007,19
GO_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT,0.9035521417480447,1
GO_REGULATION_OF_HORMONE_SECRETION,0.5201640341682086,8
GO_REGULATION_OF_CALCIUM_ION_TRANSPORT,0.27553669270557296,9
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,1,1
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY,0.0030872803368678183,8
GO_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,1,0
GO_LYSOSOME_LOCALIZATION,0.7482748899184879,2
GO_VITAMIN_D_METABOLIC_PROCESS,1,0
GO_CELL_AGGREGATION,0.8053534553866574,1
GO_RESPONSE_TO_HORMONE,3.0950377845351723e-4,40
GO_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,1,1
GO_REGULATION_OF_HEXOKINASE_ACTIVITY,1,0
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,0.6248424326797761,1
GO_CATECHOLAMINE_BIOSYNTHETIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY,0.16200268608177415,3
GO_EMBRYONIC_PATTERN_SPECIFICATION,0.1401885797073322,4
GO_RESPONSE_TO_PROTOZOAN,0.28613755787414374,2
GO_MULTIVESICULAR_BODY_ORGANIZATION,1,0
GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,0.32337944345853653,6
GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.7769076987193272,1
GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_ASSEMBLY,1,0
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,0.8053534553866574,1
GO_LEARNING,0.3308650075687283,6
GO_CILIUM_ORGANIZATION,0.28998266608372064,7
GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,0.15423009026181161,5
GO_REGULATION_OF_RESPONSE_TO_FOOD,0.719992227829117,1
GO_CHONDROCYTE_DIFFERENTIATION,0.47911589030930585,4
GO_REGULATION_OF_CELLULAR_LOCALIZATION,2.998480787073907e-9,48
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_OVULATION,1,0
GO_NEGATIVE_REGULATION_OF_TOR_SIGNALING,0.04321640288742359,4
GO_SUBSTANTIA_NIGRA_DEVELOPMENT,0.06608752160674294,4
GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_,0.09824690202295054,2
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.1967083772455669,4
GO_PREPULSE_INHIBITION,0.719992227829117,1
GO_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,0.04409919325901436,3
GO_MIDDLE_EAR_MORPHOGENESIS,1,0
GO_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS,1,0
GO_JNK_CASCADE,0.05119274199654464,12
GO_RESPONSE_TO_SALT_STRESS,1,0
GO_PROTEIN_KINASE_B_SIGNALING,3.975146988033976e-4,18
GO_SOMITOGENESIS,1,1
GO_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,0.10092352356954987,5
GO_TRICARBOXYLIC_ACID_METABOLIC_PROCESS,0.4803121233934732,1
GO_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS,0.43970393654587536,1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,1,0
GO_HEMATOPOIETIC_STEM_CELL_PROLIFERATION,1,0
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.3133288102405682,7
GO_RENAL_TUBULE_DEVELOPMENT,0.8026235217122563,3
GO_CARDIAC_VENTRICLE_MORPHOGENESIS,1,1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,0.5557416876321177,3
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION,0.9239140082773152,1
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,1,0
GO_PROTEIN_STABILIZATION,0.011005847131084085,10
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION,0.4486907818424733,2
GO_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,1,0
GO_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY,0.16607824718565498,2
GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS,0.11507915608233668,6
GO_MATURATION_OF_LSU_RRNA,1,0
GO_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION,1,0
GO_MUSCLE_ADAPTATION,0.5755248796465144,4
GO_INTERFERON_GAMMA_PRODUCTION,0.6669627641687769,4
GO_OPTIC_NERVE_DEVELOPMENT,1,0
GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.38480470142195006,5
GO_REGULATION_OF_KERATINOCYTE_PROLIFERATION,1,0
GO_GAS_TRANSPORT,0.5557416876321177,1
GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.8779129136260913,1
GO_REGULATION_OF_MAST_CELL_ACTIVATION,1,1
GO_MIDBRAIN_DEVELOPMENT,0.03413150533004098,7
GO_NEURON_FATE_SPECIFICATION,1,0
GO_ORGANIC_ACID_CATABOLIC_PROCESS,0.17789949846437486,5
GO_REPRODUCTIVE_BEHAVIOR,0.4486907818424733,2
GO_AMIDE_BIOSYNTHETIC_PROCESS,6.020983790337256e-5,25
GO_POSITIVE_REGULATION_OF_EXOCYTOSIS,0.9884238239511952,2
GO_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET,0.4340426862501141,3
GO_CHEMOSENSORY_BEHAVIOR,0.5557416876321177,1
GO_PROTEIN_KINASE_C_SIGNALING,1,0
GO_GLUCOSE_IMPORT,0.02346742980364464,6
GO_SISTER_CHROMATID_COHESION,0.11411629596912772,4
GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,0.8306632964409413,1
GO_HEPATOCYTE_APOPTOTIC_PROCESS,0.21373336822932945,2
GO_TETRAHYDROFOLATE_METABOLIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,2.0740942818829783e-7,70
GO_REGULATION_OF_NECROTIC_CELL_DEATH,1,0
GO_CELLULAR_RESPONSE_TO_CAMP,0.3480764059424064,3
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME,3.950046771582399e-4,9
GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,1,0
GO_CYTOPLASMIC_TRANSLATIONAL_INITIATION,0.9239140082773152,1
GO_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY,1,0
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.5755248796465144,4
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.2021584243500015,3
GO_CILIUM_MOVEMENT,1,0
GO_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.7769076987193272,1
GO_REGULATION_OF_RESPONSE_TO_WOUNDING,0.013397504688636519,11
GO_POSITIVE_T_CELL_SELECTION,0.0032199177599627673,6
GO_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,1,0
GO_POSITIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.719992227829117,1
GO_REGULATION_OF_HEART_RATE,0.7769076987193272,3
GO_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR,0.09123587133690805,3
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.0073186889183255045,12
GO_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS,0.1401885797073322,4
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,0.43970393654587536,3
GO_REGULATION_OF_B_CELL_DIFFERENTIATION,1,0
GO_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE,0.03413150533004098,4
GO_MRNA_3_END_PROCESSING,1,2
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS,0.147754424665486,3
GO_REGULATION_OF_LIPASE_ACTIVITY,0.1196527584101412,6
GO_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION,0.5906121810691727,1
GO_INNATE_IMMUNE_RESPONSE,2.684898571100314e-4,37
GO_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS,1,0
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.14818433741483886,27
GO_DIGESTIVE_TRACT_MORPHOGENESIS,0.32155382030687363,3
GO_SPERM_EGG_RECOGNITION,0.011068651940883358,4
GO_GALACTOSE_METABOLIC_PROCESS,1,0
GO_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR,1,0
GO_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS,0.5201640341682086,1
GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,0.07855032900432488,4
GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,0.04419092773063978,5
GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.5557416876321177,2
GO_GLYOXYLATE_METABOLIC_PROCESS,1,0
GO_RELAXATION_OF_MUSCLE,0.9454004369267038,1
GO_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,8.407879504700434e-5,17
GO_CELLULAR_ANION_HOMEOSTASIS,1,0
GO_TOXIN_METABOLIC_PROCESS,1,0
GO_COVALENT_CHROMATIN_MODIFICATION,0.1270374335478838,16
GO_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.9272249886393176,3
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST,0.09983880037740753,3
GO_DNA_DEMETHYLATION,1,0
